tradeid|currency|measure|amount|productid
49|CHF|DELTA|14473,44|86
9|USD|DELTA|13444,96|486
24|EUR|CURVATURE|12050,56|976
23|JPY|DELTA|-5889,30|982
53|ZAR|DELTA|-9816,90|731
90|KOR|DELTA|-1261,78|930
18|GBP|CURVATURE|12100,07|700
64|USD|DELTA|2777,71|287
17|JPY|DELTA|10538,69|48
61|JPY|DELTA|-4083,22|287
96|USD|DELTA|-4749,88|882
38|JPY|DELTA|15722,14|6
67|CHF|DELTA|18359,99|413
14|USD|DELTA|-5114,07|146
33|KOR|CURVATURE|10840,07|567
46|CHF|DELTA|8219,26|544
62|USD|DELTA|17134,50|607
91|USD|DELTA|-3907,31|60
93|CAD|CURVATURE|10190,35|752
88|ZAR|DELTA|-3527,14|600
59|GBP|CURVATURE|7361,16|945
18|JPY|DELTA|-8878,18|266
96|JPY|DELTA|5318,57|608
6|KOR|DELTA|-418,74|913
81|CAD|DELTA|8000,63|723
14|CHF|DELTA|15020,99|329
51|ZAR|CURVATURE|14368,37|680
37|CHF|DELTA|5247,58|634
8|GBP|CURVATURE|18302,82|156
7|USD|DELTA|-7404,24|465
24|GBP|DELTA|-7838,44|539
87|GBP|DELTA|14107,03|500
15|CHF|DELTA|1483,48|260
67|USD|DELTA|15476,19|719
99|EUR|DELTA|4078,58|100
88|USD|DELTA|14448,38|696
32|GBP|DELTA|-7389,61|678
39|GBP|DELTA|3504,29|326
76|EUR|DELTA|-9044,86|544
98|CHF|DELTA|-6801,74|69
37|EUR|DELTA|8635,95|514
76|CAD|DELTA|-7072,60|323
29|JPY|DELTA|11852,55|355
80|GBP|DELTA|10316,56|351
46|ZAR|DELTA|8776,42|623
63|GBP|DELTA|5005,79|966
35|CAD|CURVATURE|-9583,23|485
23|EUR|DELTA|12217,82|200
95|GBP|DELTA|8389,41|667
89|ZAR|DELTA|11952,84|518
35|JPY|DELTA|19086,24|88
83|JPY|DELTA|-4512,20|124
14|JPY|DELTA|9139,92|471
16|ZAR|CURVATURE|-7375,30|783
32|EUR|DELTA|3640,64|536
73|CAD|DELTA|-4993,72|831
17|CHF|DELTA|-7428,82|833
27|CHF|DELTA|8061,55|131
6|ZAR|DELTA|8503,13|710
61|EUR|DELTA|616,48|131
35|USD|DELTA|3210,49|34
32|KOR|DELTA|-3144,18|801
17|GBP|DELTA|10815,55|616
60|JPY|DELTA|-6301,94|271
3|CAD|DELTA|11041,16|696
87|USD|CURVATURE|2383,07|34
43|USD|DELTA|-1398,56|469
24|GBP|DELTA|19405,27|535
92|CHF|DELTA|-8439,35|556
10|CHF|DELTA|18179,63|867
59|USD|CURVATURE|-4686,26|287
10|USD|DELTA|-8076,68|954
79|USD|DELTA|4720,77|919
74|ZAR|DELTA|4186,13|560
26|ZAR|CURVATURE|-265,77|893
65|JPY|DELTA|-1124,33|254
54|JPY|CURVATURE|1809,89|301
34|CHF|DELTA|-4800,39|181
10|GBP|DELTA|16549,20|995
44|EUR|DELTA|-3018,72|515
89|ZAR|DELTA|1787,92|790
60|KOR|DELTA|-6312,78|330
64|JPY|DELTA|18970,48|620
93|CAD|DELTA|-5784,31|585
95|EUR|CURVATURE|5723,81|185
54|ZAR|CURVATURE|-7887,65|888
83|CHF|DELTA|503,78|807
40|CHF|DELTA|-5928,88|956
17|EUR|CURVATURE|-188,79|815
95|CAD|DELTA|-4889,89|369
95|JPY|DELTA|8385,82|883
70|JPY|DELTA|5040,40|693
94|GBP|CURVATURE|3951,80|312
65|GBP|DELTA|19221,55|749
28|KOR|CURVATURE|16319,53|35
97|GBP|DELTA|3166,25|991
94|USD|DELTA|4096,93|212
24|KOR|DELTA|17457,02|617
33|KOR|DELTA|18931,19|192
34|CHF|DELTA|7401,47|122
21|EUR|DELTA|2426,74|482
45|EUR|DELTA|17706,77|85
90|ZAR|DELTA|14855,91|393
99|CAD|DELTA|6618,03|831
54|USD|DELTA|10022,32|504
63|GBP|DELTA|7952,66|203
53|GBP|DELTA|19528,04|938
63|USD|DELTA|13381,47|751
4|GBP|CURVATURE|1950,06|994
39|KOR|DELTA|7357,87|527
98|USD|DELTA|-7390,02|583
45|GBP|DELTA|3074,72|990
83|ZAR|DELTA|-5371,65|694
69|CAD|DELTA|621,83|93
90|ZAR|CURVATURE|18538,33|994
11|GBP|DELTA|-2391,00|896
64|GBP|DELTA|9985,77|351
1|CAD|DELTA|13486,07|283
26|CHF|DELTA|-8101,65|452
76|CHF|DELTA|801,73|898
19|ZAR|DELTA|-9754,26|698
90|USD|DELTA|19961,68|973
80|EUR|DELTA|-7742,15|532
16|EUR|DELTA|17530,52|452
47|EUR|DELTA|1186,67|666
23|JPY|DELTA|-3277,36|914
91|CHF|DELTA|15699,01|113
50|CHF|DELTA|10989,00|376
90|JPY|CURVATURE|-9572,66|8
70|KOR|DELTA|-2830,51|487
55|ZAR|DELTA|2581,34|602
64|CHF|DELTA|-8225,18|268
79|CAD|CURVATURE|676,40|893
33|CHF|DELTA|16916,01|872
25|ZAR|DELTA|3051,81|679
8|ZAR|DELTA|19131,56|272
96|EUR|CURVATURE|15960,61|800
69|EUR|CURVATURE|-6113,02|182
99|USD|DELTA|-6512,26|250
72|KOR|DELTA|18446,07|188
40|EUR|DELTA|-8389,43|171
17|GBP|DELTA|-161,58|265
1|JPY|CURVATURE|18415,65|504
43|EUR|CURVATURE|10069,07|812
69|USD|DELTA|16233,35|927
6|KOR|DELTA|15921,92|787
6|KOR|CURVATURE|-6505,87|168
98|KOR|CURVATURE|-7318,55|413
34|CHF|CURVATURE|16040,58|887
3|JPY|DELTA|12912,91|605
6|USD|CURVATURE|5881,20|73
88|EUR|DELTA|9770,46|467
54|KOR|DELTA|8726,40|518
37|CAD|CURVATURE|-3091,75|682
98|USD|DELTA|18726,67|167
9|JPY|DELTA|-9690,83|124
88|CHF|DELTA|5603,48|300
33|KOR|DELTA|13671,60|527
17|EUR|CURVATURE|-3362,75|931
60|ZAR|DELTA|-5550,57|372
35|GBP|CURVATURE|-3093,48|122
33|USD|DELTA|-634,64|663
14|JPY|DELTA|-1242,87|983
62|USD|DELTA|11942,96|543
11|CHF|DELTA|-3938,76|777
80|KOR|DELTA|-7843,66|700
86|ZAR|DELTA|15589,41|312
20|USD|DELTA|5096,79|630
55|JPY|DELTA|-5707,00|637
19|EUR|DELTA|-1882,34|386
46|CHF|DELTA|-5146,76|192
88|USD|CURVATURE|-651,18|847
2|KOR|DELTA|7213,05|2
10|ZAR|DELTA|-4027,59|445
59|EUR|DELTA|-9470,62|338
66|EUR|DELTA|3015,71|15
30|GBP|DELTA|9971,39|442
70|CAD|CURVATURE|-1464,68|80
4|EUR|DELTA|-2208,47|241
62|CAD|DELTA|-6579,86|623
88|JPY|CURVATURE|17203,92|720
80|ZAR|DELTA|14206,50|771
84|USD|CURVATURE|4753,36|963
56|EUR|CURVATURE|-554,37|900
41|JPY|DELTA|8327,89|463
11|JPY|DELTA|19557,11|411
42|JPY|DELTA|9880,96|886
4|EUR|DELTA|10596,98|779
23|CAD|DELTA|17753,10|867
32|GBP|DELTA|3919,65|838
89|ZAR|CURVATURE|11527,99|22
3|GBP|DELTA|9860,87|453
68|USD|DELTA|13277,67|128
34|ZAR|DELTA|18956,24|599
56|ZAR|DELTA|13345,71|531
69|USD|DELTA|2065,48|94
75|EUR|DELTA|-5674,28|151
21|USD|DELTA|-9573,73|72
22|GBP|DELTA|-3697,77|55
18|CHF|DELTA|-8970,09|396
1|GBP|DELTA|-5239,35|409
41|CAD|DELTA|-4189,74|161
49|USD|DELTA|4715,80|258
4|ZAR|CURVATURE|-2426,60|833
13|ZAR|DELTA|12771,12|415
82|EUR|CURVATURE|70,08|431
84|KOR|DELTA|-9936,30|801
4|USD|DELTA|16421,13|891
11|CAD|DELTA|-7221,72|419
86|CHF|DELTA|2635,79|877
27|ZAR|DELTA|12373,77|556
58|ZAR|DELTA|3197,68|97
27|KOR|DELTA|1451,30|392
41|CAD|DELTA|11707,94|551
17|EUR|DELTA|4737,81|482
83|USD|DELTA|-6958,85|338
10|ZAR|DELTA|11744,48|260
58|EUR|CURVATURE|17149,18|865
61|ZAR|DELTA|-8094,12|25
11|CHF|CURVATURE|9899,97|836
68|CAD|DELTA|-4617,11|644
95|ZAR|CURVATURE|612,53|764
1|USD|DELTA|-971,75|298
47|KOR|DELTA|291,56|148
13|CAD|DELTA|5424,54|84
36|EUR|DELTA|-8886,10|853
32|JPY|DELTA|11406,41|568
38|GBP|CURVATURE|-2793,98|708
6|USD|DELTA|-3583,86|795
47|GBP|DELTA|6004,70|232
88|KOR|DELTA|-9402,88|768
49|CHF|DELTA|-1070,03|790
61|JPY|DELTA|10235,05|582
9|GBP|DELTA|11235,70|40
55|USD|DELTA|6383,33|851
28|JPY|DELTA|3844,94|196
91|CHF|DELTA|-9025,66|387
54|JPY|CURVATURE|10926,65|665
86|ZAR|CURVATURE|17983,26|803
76|ZAR|CURVATURE|5721,45|654
9|ZAR|DELTA|12178,60|346
46|KOR|DELTA|4566,42|125
31|ZAR|CURVATURE|11413,85|34
21|CAD|DELTA|14684,26|671
33|EUR|DELTA|14377,03|919
23|ZAR|DELTA|666,66|401
40|USD|DELTA|-6842,83|674
81|ZAR|DELTA|6866,16|542
53|CAD|DELTA|10186,47|808
42|KOR|CURVATURE|18377,44|405
82|CHF|DELTA|13198,35|59
28|GBP|DELTA|-9203,34|324
81|ZAR|DELTA|8270,61|940
78|ZAR|DELTA|3446,40|784
96|CHF|DELTA|3111,00|247
46|USD|DELTA|789,21|830
68|ZAR|CURVATURE|-3857,05|735
98|ZAR|DELTA|11963,57|21
76|CHF|DELTA|17160,99|12
74|JPY|DELTA|16994,37|134
85|EUR|DELTA|5189,62|239
61|GBP|DELTA|14581,78|123
60|JPY|DELTA|6381,93|151
20|JPY|DELTA|-1621,43|610
83|EUR|DELTA|-635,54|464
94|ZAR|DELTA|-4661,43|736
36|EUR|DELTA|-2754,47|310
39|CHF|DELTA|8667,14|315
92|USD|DELTA|11772,22|483
60|ZAR|DELTA|12828,19|697
45|ZAR|DELTA|7907,53|762
46|CAD|CURVATURE|-3742,89|347
88|CAD|DELTA|-9192,77|340
68|EUR|CURVATURE|7282,95|859
77|KOR|DELTA|6054,79|764
16|GBP|CURVATURE|17259,79|895
73|CAD|DELTA|19653,28|895
64|USD|DELTA|15121,25|554
99|GBP|DELTA|3111,46|145
79|KOR|DELTA|6174,60|873
93|EUR|DELTA|19776,70|74
13|ZAR|DELTA|2705,21|159
61|KOR|DELTA|9982,21|760
5|CAD|DELTA|-8774,82|380
8|ZAR|DELTA|10558,50|777
93|USD|DELTA|3423,71|81
62|EUR|DELTA|9617,90|354
48|ZAR|DELTA|-8894,38|755
52|ZAR|DELTA|3412,20|966
50|ZAR|CURVATURE|-3222,66|905
13|CHF|DELTA|11483,81|87
97|USD|CURVATURE|16788,57|647
67|EUR|DELTA|9623,07|980
60|EUR|DELTA|14889,76|596
65|CAD|DELTA|2493,28|743
12|GBP|DELTA|16139,41|335
19|USD|DELTA|6720,40|211
51|CHF|DELTA|10805,53|385
50|CHF|DELTA|8139,20|189
51|ZAR|DELTA|359,33|529
72|KOR|DELTA|8458,19|656
43|CHF|DELTA|4057,46|446
98|USD|DELTA|-3586,42|157
32|KOR|DELTA|-252,55|7
27|EUR|CURVATURE|-1569,17|722
94|KOR|DELTA|2297,13|511
58|GBP|DELTA|5649,90|852
20|USD|DELTA|11925,99|726
13|KOR|CURVATURE|6988,97|850
95|GBP|DELTA|-6719,67|344
95|GBP|DELTA|15655,84|178
51|USD|DELTA|18514,83|515
87|GBP|DELTA|-4552,99|220
4|GBP|DELTA|-815,43|389
60|CHF|DELTA|9423,52|598
20|KOR|CURVATURE|-3729,61|12
57|EUR|DELTA|10587,19|798
13|CAD|CURVATURE|15108,99|941
20|GBP|CURVATURE|312,08|796
33|CAD|DELTA|-4078,70|343
42|CAD|DELTA|16166,65|494
95|CHF|DELTA|5667,48|951
81|KOR|CURVATURE|16892,14|296
41|KOR|DELTA|-3662,95|868
92|ZAR|DELTA|6522,21|981
37|GBP|CURVATURE|17833,87|867
44|CHF|DELTA|4624,29|168
30|EUR|DELTA|13257,92|470
33|KOR|DELTA|-9555,84|91
21|JPY|CURVATURE|4633,67|28
33|CAD|DELTA|10213,46|785
14|CAD|DELTA|593,67|14
72|JPY|DELTA|11253,59|287
57|GBP|CURVATURE|2899,77|726
58|EUR|CURVATURE|838,76|343
67|KOR|DELTA|-1734,70|72
79|USD|DELTA|-8530,73|846
96|GBP|CURVATURE|-879,89|454
32|ZAR|DELTA|16502,95|502
22|USD|CURVATURE|3718,52|467
64|GBP|DELTA|17588,84|856
54|ZAR|CURVATURE|10403,43|795
52|KOR|DELTA|19478,33|113
74|GBP|DELTA|14579,27|943
46|JPY|DELTA|-7665,24|999
52|USD|CURVATURE|12774,69|102
40|CHF|CURVATURE|10245,74|393
99|CAD|DELTA|7450,96|99
9|CHF|DELTA|8229,73|446
85|KOR|DELTA|-3615,21|401
55|EUR|DELTA|14430,82|371
81|JPY|DELTA|12570,08|716
65|ZAR|DELTA|7567,10|824
39|JPY|DELTA|6779,84|916
3|ZAR|DELTA|10036,35|632
59|EUR|DELTA|-4059,27|830
58|CHF|DELTA|-269,49|389
11|ZAR|CURVATURE|13123,14|226
31|EUR|DELTA|18752,32|633
70|ZAR|DELTA|9660,89|145
44|KOR|DELTA|17393,28|2
73|GBP|CURVATURE|8198,83|355
9|CHF|CURVATURE|9294,95|919
35|ZAR|DELTA|17432,15|913
39|USD|DELTA|-1608,35|479
11|GBP|DELTA|1148,85|17
52|CAD|DELTA|-5416,52|607
74|CAD|DELTA|-4288,38|46
68|JPY|DELTA|10017,20|171
24|GBP|DELTA|2205,77|813
96|CHF|DELTA|18108,46|361
54|CAD|CURVATURE|1619,06|957
54|GBP|DELTA|-2887,63|382
32|CHF|DELTA|9181,83|451
18|CAD|DELTA|18077,55|961
13|GBP|DELTA|6553,96|656
82|KOR|DELTA|4679,27|393
46|EUR|CURVATURE|18160,20|918
93|USD|DELTA|-9154,98|220
47|CAD|DELTA|-493,48|644
36|CHF|DELTA|-274,46|374
91|EUR|DELTA|15707,50|137
77|JPY|DELTA|7738,33|683
53|ZAR|DELTA|6263,69|487
96|ZAR|DELTA|15772,38|451
35|ZAR|DELTA|6987,19|800
52|KOR|DELTA|-8309,85|46
73|USD|DELTA|10115,10|296
97|JPY|DELTA|6838,22|521
86|KOR|DELTA|3401,32|991
64|USD|DELTA|12066,69|675
17|GBP|DELTA|6256,04|966
79|EUR|CURVATURE|15788,00|227
57|CHF|DELTA|14824,01|694
24|CHF|DELTA|-2246,90|961
30|CAD|DELTA|5863,79|721
58|CAD|DELTA|-5298,50|606
23|CAD|DELTA|15112,71|480
85|USD|CURVATURE|9913,92|481
58|JPY|DELTA|16790,09|409
6|JPY|DELTA|-7634,53|586
60|CHF|DELTA|-4605,89|507
82|CHF|CURVATURE|6891,89|112
45|CHF|DELTA|-4032,54|24
21|CAD|DELTA|16132,81|403
41|EUR|DELTA|17619,43|459
83|ZAR|DELTA|14440,46|284
22|EUR|DELTA|3968,21|140
85|CHF|DELTA|-7781,67|492
92|KOR|DELTA|-8930,47|184
89|EUR|DELTA|14905,39|563
4|CAD|DELTA|4684,75|287
52|KOR|DELTA|-9985,58|121
13|JPY|CURVATURE|6863,20|615
87|JPY|DELTA|19078,45|580
11|GBP|DELTA|2816,43|793
93|JPY|DELTA|-7789,24|302
72|ZAR|DELTA|10082,57|20
68|JPY|DELTA|4240,82|161
40|USD|DELTA|-1247,64|324
84|JPY|CURVATURE|13391,32|100
31|JPY|DELTA|15877,67|724
25|USD|DELTA|-8603,57|159
54|JPY|DELTA|4531,66|111
63|ZAR|DELTA|15357,78|452
88|ZAR|CURVATURE|14847,68|251
13|EUR|CURVATURE|3865,35|108
88|EUR|DELTA|15841,70|907
20|CAD|DELTA|-2307,90|101
13|EUR|DELTA|-5880,51|235
34|ZAR|DELTA|8264,76|298
44|GBP|DELTA|-6518,26|777
28|CAD|DELTA|17022,63|985
20|JPY|DELTA|-6145,43|558
68|JPY|DELTA|17449,92|308
97|ZAR|DELTA|3373,80|164
33|EUR|CURVATURE|18096,11|755
4|KOR|DELTA|14413,60|905
29|USD|CURVATURE|3220,08|311
80|USD|CURVATURE|7044,18|102
18|USD|CURVATURE|4084,70|642
17|CAD|DELTA|7093,32|334
50|GBP|DELTA|14513,99|717
35|CHF|DELTA|-5471,53|49
96|JPY|DELTA|12570,52|24
34|USD|DELTA|11223,55|486
89|ZAR|DELTA|14427,39|834
50|KOR|CURVATURE|8869,69|582
44|ZAR|CURVATURE|17351,44|447
68|KOR|DELTA|12472,67|838
83|KOR|DELTA|6679,48|237
35|GBP|DELTA|-4216,48|87
68|EUR|DELTA|-5399,48|726
77|GBP|DELTA|1457,87|679
87|USD|DELTA|-862,00|520
18|CHF|CURVATURE|3656,19|678
29|CHF|DELTA|4987,77|28
54|KOR|DELTA|8192,20|594
85|KOR|DELTA|-1317,61|914
76|GBP|DELTA|17820,20|799
9|CAD|DELTA|1136,29|499
12|CAD|DELTA|6523,31|875
60|ZAR|DELTA|-1958,06|5
15|EUR|CURVATURE|19019,52|314
71|EUR|DELTA|12236,44|98
56|GBP|DELTA|13529,40|638
30|KOR|DELTA|1290,65|473
92|JPY|DELTA|-869,45|494
35|USD|DELTA|-5220,02|742
73|GBP|DELTA|11836,03|395
96|USD|DELTA|413,25|311
47|KOR|CURVATURE|7546,53|933
41|ZAR|DELTA|10202,56|825
78|CAD|DELTA|18002,70|507
50|CAD|DELTA|776,37|442
38|CAD|CURVATURE|9162,78|346
29|JPY|DELTA|6736,34|394
65|GBP|DELTA|7501,63|231
14|EUR|DELTA|8446,50|80
64|CHF|DELTA|-383,35|149
49|GBP|DELTA|13976,07|40
99|JPY|DELTA|6371,18|41
79|KOR|CURVATURE|-2908,73|392
75|EUR|DELTA|15340,52|941
31|CAD|DELTA|4550,24|619
60|CHF|DELTA|11374,87|519
12|CHF|DELTA|-3316,98|270
63|USD|DELTA|5077,88|290
51|CHF|DELTA|7865,32|480
51|CAD|DELTA|-5567,89|398
37|CHF|CURVATURE|-9606,60|71
58|KOR|DELTA|5791,95|712
16|CAD|DELTA|-3845,28|740
97|EUR|DELTA|13210,16|242
51|ZAR|DELTA|9925,37|218
97|JPY|DELTA|9362,97|393
56|ZAR|DELTA|13015,30|556
8|EUR|DELTA|18077,07|876
2|GBP|CURVATURE|13073,83|435
19|USD|DELTA|7124,63|937
18|KOR|DELTA|19252,81|992
76|ZAR|CURVATURE|-3886,38|885
89|USD|CURVATURE|-9461,67|219
44|CAD|DELTA|-2868,04|444
59|USD|DELTA|10184,00|304
24|EUR|DELTA|-4432,27|412
40|USD|DELTA|11931,64|864
79|EUR|DELTA|-5917,85|240
55|ZAR|DELTA|2556,68|932
92|CHF|CURVATURE|19007,78|55
70|JPY|DELTA|13534,94|995
36|GBP|DELTA|4026,83|921
30|EUR|DELTA|7950,22|523
54|GBP|CURVATURE|-9507,86|859
69|EUR|DELTA|-7354,37|63
59|CHF|DELTA|-4581,68|742
70|KOR|DELTA|2907,58|593
64|CHF|DELTA|-8680,27|269
46|CAD|DELTA|-4653,96|732
55|USD|DELTA|-5375,67|932
11|KOR|DELTA|14126,40|276
40|CAD|CURVATURE|362,54|433
85|GBP|DELTA|6191,24|430
42|ZAR|DELTA|17825,02|330
78|USD|DELTA|9799,86|704
55|KOR|DELTA|8603,74|442
84|USD|DELTA|19671,69|537
56|GBP|DELTA|2172,76|505
9|EUR|DELTA|5649,80|224
56|JPY|DELTA|-6684,45|905
75|KOR|DELTA|14351,13|917
25|CAD|DELTA|17249,57|672
13|CAD|DELTA|16332,67|562
79|USD|DELTA|-4690,67|771
88|CAD|DELTA|1312,96|503
62|KOR|DELTA|13198,90|828
98|CHF|DELTA|-274,47|501
51|ZAR|DELTA|-7124,30|439
96|CAD|DELTA|8967,76|633
53|ZAR|DELTA|4437,55|941
85|JPY|DELTA|13112,69|397
49|USD|DELTA|18405,52|34
28|GBP|DELTA|-3617,52|741
44|CHF|DELTA|17570,74|499
53|JPY|DELTA|6494,85|79
8|USD|DELTA|18243,31|153
4|CHF|DELTA|17086,51|721
30|CHF|DELTA|19037,01|410
6|ZAR|DELTA|19131,35|290
12|JPY|CURVATURE|3072,48|524
66|USD|DELTA|14792,22|51
91|CAD|CURVATURE|-7897,85|65
74|CAD|DELTA|11002,16|832
30|KOR|DELTA|-4932,44|801
37|EUR|DELTA|-8362,23|288
54|USD|DELTA|14100,03|334
44|ZAR|DELTA|1139,99|7
68|USD|DELTA|19171,32|120
20|CHF|DELTA|-1583,04|103
23|CAD|DELTA|13285,35|426
99|JPY|DELTA|19734,16|775
22|CHF|DELTA|-834,28|165
17|CAD|DELTA|14806,35|384
97|JPY|DELTA|317,58|816
12|ZAR|CURVATURE|-9453,68|299
82|EUR|DELTA|4703,00|214
1|CHF|DELTA|5831,78|290
92|CAD|DELTA|12237,05|891
99|CAD|DELTA|4504,55|146
7|EUR|DELTA|3149,52|25
99|CHF|CURVATURE|18736,74|322
64|CAD|CURVATURE|-3176,46|571
1|ZAR|DELTA|-5644,23|523
17|JPY|DELTA|19967,34|511
16|KOR|DELTA|-7977,81|639
9|CAD|DELTA|12444,44|932
86|KOR|CURVATURE|3957,81|325
26|USD|DELTA|13419,52|830
98|ZAR|CURVATURE|5722,60|844
70|CHF|CURVATURE|2903,95|749
13|ZAR|DELTA|-5819,00|659
59|ZAR|DELTA|3633,03|910
30|GBP|DELTA|18965,13|430
47|CHF|CURVATURE|18396,58|956
12|GBP|DELTA|-9534,63|783
88|KOR|DELTA|-7511,50|428
69|KOR|DELTA|17528,99|909
32|USD|DELTA|2447,26|280
57|CAD|DELTA|4843,16|47
23|GBP|DELTA|19429,60|976
14|CAD|DELTA|479,44|405
42|KOR|DELTA|-9312,42|622
14|CHF|DELTA|17687,71|513
72|JPY|DELTA|19094,72|454
9|KOR|DELTA|10995,65|126
67|ZAR|DELTA|-9528,34|378
12|KOR|DELTA|-8411,84|439
36|ZAR|CURVATURE|9672,27|728
32|USD|DELTA|12244,19|735
83|JPY|DELTA|-9322,95|521
42|CHF|DELTA|1575,82|653
11|JPY|CURVATURE|6066,08|268
29|CHF|DELTA|14569,92|83
43|KOR|DELTA|18565,38|158
64|CAD|DELTA|-7558,39|195
50|CAD|DELTA|-669,40|740
52|EUR|DELTA|15383,20|113
46|CAD|DELTA|15294,18|269
79|GBP|DELTA|-4914,69|270
91|ZAR|DELTA|13396,07|533
95|EUR|DELTA|17917,61|123
17|ZAR|DELTA|-6424,15|516
79|KOR|CURVATURE|19725,64|691
36|CAD|DELTA|-8148,06|790
65|JPY|DELTA|9514,41|631
40|CHF|DELTA|10071,05|297
29|USD|DELTA|-5623,09|489
71|KOR|CURVATURE|11492,38|802
45|KOR|DELTA|14260,35|308
54|EUR|DELTA|-8616,26|734
77|KOR|DELTA|12261,20|296
52|CAD|DELTA|5450,56|544
59|CHF|DELTA|18662,32|345
53|EUR|DELTA|15991,29|912
41|USD|DELTA|1776,44|448
67|KOR|DELTA|-2940,70|734
21|KOR|DELTA|-7412,20|602
37|GBP|DELTA|-4902,25|442
87|CHF|DELTA|-2720,74|473
84|KOR|DELTA|16073,39|16
84|GBP|DELTA|10932,04|648
24|CAD|DELTA|-6759,95|417
94|CHF|DELTA|-1732,04|769
95|CHF|DELTA|-8425,40|793
90|KOR|DELTA|14393,14|546
76|ZAR|DELTA|14506,14|896
38|KOR|DELTA|-1435,82|860
22|CHF|DELTA|753,39|783
96|EUR|CURVATURE|10343,41|868
66|GBP|DELTA|12441,05|330
64|CAD|DELTA|-4206,57|510
57|GBP|DELTA|-177,99|554
40|CHF|CURVATURE|7080,42|934
99|ZAR|DELTA|-8879,13|736
89|CAD|DELTA|14853,00|401
94|USD|DELTA|12561,38|221
76|USD|DELTA|6723,57|726
30|CAD|DELTA|11466,80|36
24|JPY|DELTA|17132,26|800
83|KOR|DELTA|13440,22|960
50|KOR|DELTA|-6308,07|273
81|KOR|DELTA|10650,36|649
12|GBP|DELTA|10013,70|846
88|GBP|DELTA|15867,35|202
51|USD|DELTA|-2943,60|543
85|JPY|DELTA|3407,91|383
90|EUR|DELTA|8634,37|625
22|ZAR|CURVATURE|1949,20|177
1|JPY|DELTA|16104,39|37
32|USD|DELTA|2236,80|614
83|CAD|DELTA|14026,27|245
33|USD|DELTA|-1877,88|42
73|ZAR|DELTA|19187,40|358
48|GBP|DELTA|8787,31|56
88|CAD|DELTA|-1420,06|455
84|EUR|DELTA|-8785,03|864
65|JPY|DELTA|6342,05|981
66|EUR|DELTA|1293,83|653
43|KOR|DELTA|-8710,32|204
2|ZAR|DELTA|11870,37|655
28|JPY|DELTA|16282,26|330
75|GBP|CURVATURE|12605,48|752
90|JPY|DELTA|11439,56|680
19|EUR|DELTA|6813,58|21
88|CAD|CURVATURE|18155,40|55
10|USD|DELTA|-9719,23|270
27|CAD|DELTA|10278,43|52
91|EUR|DELTA|18205,91|164
79|ZAR|DELTA|7937,68|86
33|USD|DELTA|14302,54|485
82|CAD|DELTA|5808,00|72
61|CHF|DELTA|-2744,61|735
55|JPY|DELTA|8513,72|650
31|CHF|DELTA|19249,01|993
83|KOR|CURVATURE|-3928,04|203
61|GBP|DELTA|10380,11|447
79|ZAR|DELTA|1342,91|898
86|KOR|DELTA|6223,09|543
38|JPY|CURVATURE|-8714,85|696
91|ZAR|DELTA|9530,48|472
95|ZAR|DELTA|16160,11|250
83|CHF|CURVATURE|-4503,13|715
34|JPY|DELTA|4780,48|312
40|KOR|CURVATURE|3774,54|377
79|USD|DELTA|13390,30|842
65|CHF|CURVATURE|-6330,15|921
11|KOR|CURVATURE|7077,56|22
80|CHF|DELTA|-3063,85|748
84|GBP|DELTA|1877,28|692
19|CAD|DELTA|9168,48|721
28|KOR|DELTA|16390,54|60
49|GBP|DELTA|-4051,36|718
47|JPY|DELTA|12133,41|325
23|ZAR|CURVATURE|-2868,02|273
74|JPY|DELTA|12593,95|156
23|ZAR|DELTA|-3352,49|319
38|KOR|DELTA|2612,59|624
93|KOR|DELTA|-867,03|631
16|CAD|DELTA|-9946,10|647
91|USD|DELTA|7973,36|940
61|CHF|DELTA|13491,13|636
69|EUR|DELTA|14774,00|668
78|ZAR|DELTA|17808,26|422
83|USD|DELTA|11992,01|233
3|ZAR|DELTA|-889,20|868
73|USD|DELTA|979,66|634
21|CHF|DELTA|3343,04|326
96|CHF|DELTA|-4238,14|419
38|EUR|DELTA|6596,18|400
70|KOR|DELTA|-9228,71|739
88|EUR|DELTA|8663,48|744
92|CHF|CURVATURE|-8111,11|371
92|KOR|DELTA|14202,93|756
28|CAD|DELTA|6465,30|719
12|CHF|DELTA|4496,77|551
37|CAD|DELTA|-2392,03|772
18|CAD|DELTA|18686,42|95
23|CAD|DELTA|-7421,98|977
34|GBP|DELTA|10289,90|524
92|CAD|DELTA|7414,51|330
30|ZAR|DELTA|6399,70|676
52|USD|CURVATURE|1249,27|821
76|EUR|DELTA|4179,40|587
46|CAD|DELTA|-8356,41|330
6|GBP|DELTA|7937,53|19
59|GBP|CURVATURE|-2286,37|265
83|CHF|DELTA|8311,13|997
91|ZAR|DELTA|12954,43|770
83|ZAR|DELTA|937,98|367
63|GBP|DELTA|5252,72|56
67|CHF|DELTA|10776,95|652
2|EUR|DELTA|-5574,28|943
63|USD|CURVATURE|135,36|346
31|KOR|DELTA|18153,58|919
17|JPY|DELTA|-3988,78|249
98|EUR|DELTA|-3096,71|583
19|KOR|DELTA|7928,65|716
58|ZAR|DELTA|7477,47|461
68|GBP|DELTA|10753,68|927
63|ZAR|DELTA|9364,34|665
72|CHF|DELTA|-7413,62|184
